Solar_Irradiance,Wind_Speed,Temperature,Humidity,Panel_Type,Battery_Storage_Capacity,Wind_Turbine_Efficiency,Cloud_Cover,Time_of_Day,Season,Energy_Output_Class
0.7254121231929704,0.279594370523232,0.591528797355373,0.49047840720806724,0.8294002201989358,0.17723619777235344,0.717536863512627,0.28195832714264546,0.5505041407702178,0.06366333324100759,Low
0.06834837144819472,0.5707437417333199,0.7340640350231079,0.03980568322208733,0.19079226547583872,0.682229267576584,0.316537731334959,0.28788892937984245,0.7064764872194028,0.06583774216430249,Low
0.9550985561656861,0.7721525048074647,0.5149473515144448,0.7630193978156674,0.8071797702024911,0.5304630000408154,0.7820645215724311,0.9060194557764881,0.684722537221332,0.042744606524608986,Moderate
0.1930149854056986,0.928008741774554,0.8139839745733086,0.1685691443921128,0.657494059256251,0.08319367685150725,0.17532167837859913,0.35983203209255865,0.5155199159143766,0.40914542187403724,Low
0.8827420762070805,0.26112714443307705,0.7221555793166278,0.6314735671327502,0.19274350721236844,0.28526366194153285,0.7826207890770093,0.06301539069281048,0.4643348736103855,0.71840627769836,Moderate
0.8094732096154345,0.33485695099898116,0.6150733400185107,0.0856641940469729,0.3025039603514116,0.5203722164409679,0.6638101052502828,0.60059670357945,0.3978155951222587,0.20372246193051546,Low
0.967859924081416,0.4642664202859397,0.1507928158323515,0.9468673974959648,0.131770888597036,0.8523501166838341,0.6832083095475865,0.12481766904184266,0.8619099483043794,0.6464685204315495,Moderate
0.4778906609457496,0.9271748377359889,0.8359491109115683,0.2917238871803609,0.3829670110643133,0.7075384896146737,0.48155339712726,0.7965962414079082,0.330851804872645,0.6870884721037042,High
0.7273972938459515,0.9013868568106571,0.935905585319816,0.2264646916773949,0.2036486411232774,0.621883161454933,0.6670015326808647,0.6417464425010574,0.25936582116749485,0.25520212401559794,Low
0.37071065703778405,0.08987828010063803,0.13696512380929482,0.1291364040663343,0.6439979536304735,0.4960328899414148,0.07979704655945741,0.8747265052212082,0.7433154936552713,0.6005576560606293,Moderate
0.18436823801969382,0.13192982575381085,0.48824112943343057,0.9460021933390478,0.9945051042205587,0.2986839838141343,0.8515511170493673,0.7848372497826352,0.35976346169672646,0.6848683400268474,Low
0.4430759329334488,0.49550917733063826,0.2588887419705045,0.7119037424413052,0.01200916308426414,0.11924491131926118,0.05554723348764601,0.11211364833819615,0.8469985997572684,0.4666136228021257,Moderate
0.16574901538845488,0.10661927280542349,0.7545233074255646,0.7416608887180887,0.5409198132872987,0.40907603456609554,0.14874150987149748,0.3810706764344223,0.32788871863714475,0.33671659728009506,Moderate
0.9820446227863839,0.34558087334869747,0.7216296360047,0.4994045613802446,0.5736665975490097,0.028518493911292575,0.5767897084972363,0.7745602499145873,0.7019448245745882,0.6191515515743273,Low
0.09624649114071637,0.14838537821747766,0.1408851205703987,0.4747277852704834,0.9142087896808119,0.2110558892668506,0.7394114554566915,0.41734147326632576,0.045109006285336095,0.9778470873280569,Low
0.5892117234526204,0.6360403551318858,0.8770272712616372,0.11002124299147664,0.5060053347669375,0.43248337587265984,0.07625156434625346,0.9723654847799783,0.38556288011032,0.4268414093689781,High
0.6264638552540559,0.9494954317391617,0.18097306397800228,0.5598410955839918,0.5437014196449175,0.41860518567191507,0.9207648141223198,0.7357404498934492,0.3432301749675515,0.39173509628512104,High
0.5380795428740542,0.9967337702943815,0.7972590256481075,0.24691649510879043,0.4716528013283886,0.0442954309969924,0.9736076488006986,0.015499916690321025,0.8166787392759234,0.46426690242611335,High
0.6621858857118336,0.3752411324969148,0.4569803596280049,0.9771453328004058,0.2689043045614814,0.5890601535252913,0.605950173007711,0.8799856915608364,0.9670554032283101,0.07621839344504822,Low
0.11618077501189095,0.5990126371146123,0.32827229355815124,0.7965809400151473,0.056029133248913676,0.5496842558532362,0.48124345537683655,0.1008047848685576,0.4608812766929614,0.55316327967139,High
0.5550185242052911,0.8562676535240813,0.1582392626742135,0.4129920601928876,0.4086576822098361,0.07810430402091284,0.7413949722797497,0.14052372418008585,0.8248362771537581,0.3286973872172636,Moderate
0.28721257112736154,0.11746207279638399,0.1676142561466294,0.15134125869153303,0.05259147124067853,0.9431630524604393,0.3283573523272054,0.7344924006110509,0.6996947009573651,0.12142212233126248,Low
0.9401760633010566,0.689564411051965,0.6618905547009003,0.785331691138784,0.5504924694659178,0.09938277895086012,0.49326443410510645,0.8649685594304802,0.9673859876636932,0.46625674111737336,Moderate
0.7620716534397257,0.40884366172506825,0.5504303879471205,0.12205376708131599,0.30729364324229314,0.8548341512373361,0.9161510268144013,0.536349627899556,0.8111085143428247,0.0033839865739774266,Moderate
0.9725144821597427,0.20614616028016408,0.1220854216512327,0.1893337534970705,0.5336024015254278,0.00030973191500593966,0.9556554252415336,0.2890497329457792,0.07747806596373052,0.40178524516275893,Moderate
0.037556069740189546,0.402753618747442,0.11269786043832519,0.21152051774422742,0.13429696439518668,0.8822810950453831,0.927069116051185,0.35131554525317554,0.7132817223822362,0.1057352679264505,Low
0.2851331751807087,0.07596028696491686,0.07231057477279146,0.5568906382730944,0.9326299657393596,0.019719732204312557,0.26244806696384015,0.342889329596056,0.5354997154223736,0.02429270339978029,Low
0.195422586638349,0.6954071485893057,0.7437673473735441,0.7870566539903663,0.8945212435499349,0.757812031892116,0.2324690402167634,0.32667810380951223,0.016436057932327164,0.8244750462445021,High
0.0111545873118305,0.2527426687484531,0.7118820852292892,0.3143148787246922,0.1899965092022845,0.36169081130025293,0.29766450592931426,0.2429096718216498,0.2513129587254437,0.9162488032826348,High
0.24232573024632142,0.311405645044878,0.05843099085457515,0.08466981427528941,0.3434442832940099,0.7382168001363199,0.4413111123884602,0.608867094629233,0.921755245026893,0.20767464835910665,High
0.6787759835204289,0.12108129824146274,0.560270075596973,0.4645384635244192,0.6134927718519796,0.4017452054249785,0.3141674127919636,0.9004053185650672,0.9260613727867529,0.5392982638342613,High
0.23108892213456855,0.8646591138898917,0.0846761552426899,0.7481102411599355,0.09568620730590627,0.07090792233184173,0.37421279573905797,0.30708241308334117,0.7988504602006344,0.27795815713098493,Moderate
0.5090034454826182,0.4934442792827386,0.9037457706089417,0.2216638430873883,0.3545678211161508,0.7675066953953641,0.6206369521207595,0.18669429746141208,0.9817796032779894,0.4935774386721822,Low
0.8878181149649986,0.5721468777864003,0.9071174191801324,0.21992454803937422,0.2511122868190061,0.07125268532136497,0.7625256770939759,0.8385776663714248,0.8065452246242049,0.43663132089416024,High
0.6937579203490752,0.5694326830948546,0.6982329898131301,0.9472270273467108,0.9155167287166966,0.922120435961218,0.735558198267917,0.7417833308897033,0.010204187285245192,0.26905105508048566,Moderate
0.39462906990603197,0.41049311454134174,0.92618892143945,0.9541537271191779,0.8525106362892052,0.050974035791661376,0.814423567079152,0.9308370315599105,0.2878343403015118,0.7003935796352977,Low
0.3724689389121083,0.19252991543813947,0.8114530304136905,0.9904657320615764,0.5798327412668638,0.47932527777151546,0.03218440321540217,0.16551973560490962,0.030624182237762865,0.12649095932025423,Low
0.45573581400848473,0.7451327484983999,0.8285385759270494,0.8076596015747801,0.5203463368715742,0.7230344308507957,0.04773378967875608,0.14425131411659153,0.09410796873755944,0.05307278217136713,Low
0.17704144105990638,0.12705626535767434,0.5697078505699332,0.18818416916794556,0.9307257945453972,0.39324646479203773,0.7893829606886293,0.5414293943049967,0.21884081695077606,0.7676754330372791,Moderate
0.6340007674159881,0.1038737902788105,0.3060591982161759,0.21198152079926136,0.9324277829788153,0.2172334745924347,0.5330788223246319,0.6144336548350953,0.5035585463255224,0.6659300312206798,High
0.3641528191046055,0.7101450375965034,0.21779911511642158,0.340225241522392,0.9693301253516604,0.759090961396027,0.5781406737621203,0.48017344185958954,0.8475320034620177,0.49852612414639796,Low
0.8523653492620437,0.20883702045198382,0.3272000220389292,0.31813253133349084,0.12537888410818765,0.7842947047887264,0.052586860214377085,0.5989666363238755,0.861966756157108,0.46778977047254156,Moderate
0.7565526600578163,0.30677275135283233,0.6284954300890621,0.9565277490780091,0.16055781076317022,0.9226949839543672,0.2553138011712709,0.18037976887507134,0.6162018585572965,0.4974113794914262,Low
0.61051316409216,0.47522746700174023,0.17265653583239893,0.7890739828816936,0.6767366986798866,0.3761651104310777,0.6383543048854777,0.47961375416408336,0.928175939066235,0.4370240760986729,Moderate
0.36420222264951607,0.4493513167295462,0.2586402366373216,0.7240087921615539,0.5414344766098449,0.5062517344973269,0.8591818901106761,0.6580925609396678,0.5000623265902081,0.39289229583117913,High
0.2099318316734844,0.7085791250649992,0.46806086279546444,0.18596322405813182,0.018465904893235963,0.36312844284607204,0.9169833971814025,0.4327064492487037,0.8890360441332016,0.4996906028861203,High
0.7761518641056229,0.623431793443361,0.23305009852461556,0.9095255593623296,0.06197503598951937,0.2570818218513682,0.5004194958350817,0.6794473358165979,0.4540652563320121,0.5285151711597604,Low
0.48640909899108653,0.6443961622818657,0.5886436697160616,0.8278703795061738,0.8880803822588051,0.7510329615376086,0.5454742327381976,0.4511912805538396,0.2772250074218823,0.6919023140836209,High
0.2247500381773575,0.7140543306554573,0.9231760284563298,0.1636418413279237,0.8688707955393863,0.33965184501695544,0.8330496310689909,0.33359958084227725,0.9164129181004277,0.7112071607340226,High
0.19517461504000622,0.29261272742346534,0.7480893657031265,0.8711703319609725,0.35727092199604515,0.42814944199235205,0.5376246007473546,0.30360504708709235,0.3879350756788693,0.3776290801401446,Moderate
0.16540090450135903,0.32233331180047364,0.666426614148913,0.2722475363704713,0.8910506169305347,0.40367365762402785,0.5168585255373174,0.410902058988588,0.5034041088444616,0.41354052274348874,Moderate
0.777161196205595,0.4379977478955541,0.5827214759837788,0.08086974583210604,0.5936750743979018,0.7126612256467458,0.9050840377609537,0.023089622682200828,0.3288606325306772,0.373697169736223,Low
0.2289871853003117,0.3074621730335261,0.4879479092570649,0.65682230651421,0.8059056470189019,0.9177956261106798,0.7899327210558801,0.6685251384461137,0.6628376002907298,0.5365357736257104,Moderate
0.5266422635251975,0.9849378689708634,0.1865638596346597,0.6538046593843306,0.4274310711602143,0.6667560613073773,0.9090725263612945,0.8451056409802619,0.9950312250060355,0.4533535379141953,High
0.45154636097305645,0.8140519264214297,0.8947104554268656,0.09493200956561809,0.11339832734490873,0.4715825960942326,0.2182470547811538,0.3546270944431186,0.025513548864769642,0.8895964631361936,Moderate
0.5796108992282839,0.16465468825602958,0.24853600201283632,0.3188518089365824,0.43372706264601624,0.7792051147388834,0.5243754866553567,0.046033136141718556,0.8998480060071015,0.6963612669164726,High
0.8771549003711943,0.005594155881869511,0.09130887757816075,0.9928144622555386,0.4572997979968979,0.6409713241221375,0.842472128593358,0.9867755973855576,0.003926056989265403,0.8986563837544456,Low
0.8677473900817306,0.04278326824726786,0.7500151792286952,0.6784266670087369,0.550944193840603,0.060610357117813485,0.11114782746710894,0.26369825545106695,0.3642278811462111,0.7091369915594256,High
0.45107607182485965,0.24406345104292526,0.1756155343311664,0.7300751666033292,0.105582712904428,0.09566358641884165,0.7946621542939618,0.126621121690773,0.1686068062895143,0.9709921485238141,Moderate
0.015366250734723308,0.11429128583685655,0.371895999541176,0.21291728560430567,0.9914018630496114,0.03791694407363333,0.18297338341486946,0.36975250797302794,0.7573417806725513,0.6357367782552691,Moderate
0.4264438057143032,0.5333381148925721,0.028284928290979727,0.07878207100391432,0.24413682080690635,0.45681632620631984,0.8081187549853212,0.7385570406335566,0.05061084075717348,0.9635501381630547,Moderate
0.6061935374241404,0.8579952227273586,0.13706794254044807,0.27690168974093765,0.19855240353709291,0.8258534343389649,0.6120009375568681,0.2939165968905657,0.5534849535843279,0.15816989040942608,Moderate
0.5577647590980618,0.7367502209132274,0.17320363075991208,0.24889838519319196,0.5268029188559366,0.31308316935135205,0.19323599148486714,0.5747032039194878,0.29492613384531263,0.05247768082940385,Low
0.6513361058002055,0.2156090630821904,0.05441012775017795,0.2345441007480531,0.5372081793948886,0.3841601830924817,0.4733541793328011,0.4155599944371422,0.13367024886470213,0.5791251852038592,High
0.15407573247308348,0.39929925602578586,0.6566569566228452,0.19275432188703956,0.43982073783324427,0.9094771083678906,0.6819051664607716,0.11776399227661849,0.7718182121026408,0.9834932057997748,Moderate
0.6465350987807326,0.5078942095312776,0.8370077958031172,0.5747556906554043,0.7718921463252545,0.8369034453166548,0.6338529008835424,0.33028701249211023,0.2174168342552567,0.4176052473023968,High
0.18265161874377223,0.8102058495033355,0.37331540636594096,0.32810347584182176,0.5166544007286027,0.66504811238256,0.4272471962317044,0.7248705057140666,0.2236752120549389,0.2120433621929596,Low
0.750523980696749,0.8391216031061648,0.8745764767182007,0.8203450150475304,0.6096954551449841,0.2668037820922513,0.8993665289209269,0.6120038973314457,0.275076785137923,0.521541449193514,High
0.33908761326268,0.909718311907776,0.2133465745601265,0.183947417847384,0.7237463854077856,0.1170414826884435,0.5192634144878443,0.11977837988356099,0.5867667638280274,0.6487986245788886,Moderate
0.7098954333814536,0.5092452505028752,0.3253904235612395,0.4646270708685445,0.025025101563866614,0.016058822680113716,0.5058672985286884,0.16332240971430856,0.6596659316907483,0.31517869551588895,High
0.04786559890610709,0.694274746435863,0.1507369930311684,0.013657836426079983,0.5706441825450448,0.10701067260442088,0.06225058994145427,0.6407333593074455,0.017602523701344963,0.7147693584992595,Moderate
0.4078600255909134,0.11180037123393716,0.6205591954189986,0.48168232245519205,0.8841944712283692,0.29259644362394277,0.9221203897976371,0.8134154143208688,0.2418696361137903,0.9751145070457258,Moderate
0.7050345222633327,0.5652889599539821,0.41986959087030684,0.05583822087647439,0.01738874292543391,0.5517900635794957,0.177116568678373,0.34947449595816926,0.43097084250528284,0.8969631217106169,Low
0.22687051633149413,0.24869180947113512,0.6132833468418987,0.9777235118726436,0.4051821038009611,0.06400008275238689,0.5283446934365542,0.5953107518434502,0.33197695216123313,0.29158537351219527,Low
0.7952870447972226,0.4317168850266111,0.7616749053941836,0.7905921286504128,0.92622745020583,0.136227778318449,0.8035676014003101,0.17064358875210528,0.884170658510886,0.3267236831445983,High
0.630779733104932,0.6340505083067194,0.5457030160329485,0.4901114766364554,0.3531544022825378,0.18108070230794104,0.2154532769556433,0.31137633690532385,0.7877087308864188,0.3715412244495886,High
0.5875617721497983,0.2569859378537811,0.6276303549017879,0.08658735817935026,0.45872882420024086,0.6319820929833062,0.5273732899708411,0.0202702056730526,0.6258902155388275,0.39455277839364533,Moderate
0.3535488542043371,0.05218505779676108,0.9352503143943329,0.5924454407904143,0.9815413930443128,0.6157897989801244,0.24068490922334085,0.7682759477995226,0.33804241599703977,0.10031949919327943,Moderate
0.4824514703811176,0.010233856408757513,0.2990643096088431,0.7587637507018775,0.1993238589505738,0.5507657263721529,0.7596949977999118,0.4010098197729668,0.7006723448461598,0.7619628388892893,Moderate
0.5973493009778531,0.022159535544521547,0.35916393863395313,0.1907172530047453,0.06525518912500594,0.2505014246959396,0.5643411678731507,0.8161255736539539,0.8436380128457944,0.36533926361070046,Moderate
0.47246211391489046,0.008349737513769662,0.7177033617093369,0.5682083407874908,0.8594225908613043,0.371119691218732,0.8559758603951435,0.7083729960227263,0.5948303773589867,0.8798199767054522,Low
0.6983133239405601,0.11035505655787547,0.6113055170553867,0.814210898382868,0.8684653412123685,0.09668971633774304,0.8945580028773829,0.8287442657284769,0.7844614668933791,0.9269406231201087,Moderate
0.43369693310695956,0.23948871457012988,0.17853290453971482,0.7682477776463164,0.4720778346800132,0.22646060375805488,0.6487334824453981,0.2856586695828828,0.7491049613997478,0.02443130930768811,Low
0.20227318174203035,0.22122151418229918,0.3761473100104902,0.8029920178671529,0.5142071744772863,0.8977052264725804,0.7253912461589445,0.18510873042784526,0.5717373111603222,0.9885030699282062,High
0.21393378280104725,0.9867965941798967,0.46783801312471496,0.8793234248697198,0.835806369617836,0.9796917464358285,0.5492200998868637,0.9719056826516705,0.31218321682151096,0.7100227315001846,High
0.005803768842941093,0.3060061052089432,0.41938983796838936,0.9376821021594702,0.7385594981157951,0.6476595856402947,0.3844287330673829,0.7173277870408695,0.7457821580012718,0.5203922259929623,Low
0.30095771555867246,0.1274207833593991,0.1782748083220408,0.40552115520353593,0.26514900221701065,0.9168232920234202,0.6481179230208346,0.8340422679266704,0.20679636635760645,0.3895276083725533,Moderate
0.7489176404785196,0.545562544167758,0.9244300917842623,0.5687691025228773,0.016893355071518457,0.6427419004014251,0.9082886234873289,0.013133373709933727,0.7794883464715338,0.5185181326097129,High
0.7941627088376095,0.8579574553975083,0.7623187616939758,0.7906595260456108,0.47970016253354575,0.03319648610546988,0.41668038043143796,0.35446162029588657,0.804546692142533,0.32462472397844444,Low
0.20246754209575002,0.6780603767876752,0.48135583210785227,0.6971398139457832,0.8589123260956414,0.996762584986409,0.31441002637379534,0.7428166905773317,0.8221448795703731,0.6226878136965482,High
0.9590439968714077,0.2960820891354503,0.6800610283068366,0.9955202282643788,0.8958346766901621,0.0989523016865349,0.3884369385525741,0.07798283298998332,0.4729159709784576,0.09298027644479123,Moderate
0.5024027934801267,0.561616159791455,0.8972826721355218,0.01367765110464414,0.9562261970761539,0.6826418014450607,0.4353976302115996,0.5673399295689356,0.19248076777042167,0.6211226029118102,Low
0.9169787490185026,0.7148559742004091,0.13617414236157122,0.3551332153157907,0.8795632376127812,0.25283620307479004,0.07356102897771621,0.4290727674550032,0.09972360006606873,0.2753448501384441,High
0.7067652818616311,0.7281044923677423,0.2503730507069777,0.28102792627020245,0.5800435552980984,0.39198111290696014,0.4984418404349944,0.017616507141107296,0.7433612504879242,0.017634829052346368,Moderate
0.7224334230224131,0.6665384552976888,0.542701247256645,0.2623158501655346,0.4446055992361009,0.6459341848009382,0.49431424805005963,0.23597557711945139,0.8862613845298132,0.5527057661628776,Low
0.08504362130607113,0.870810424775618,0.7990103713523586,0.22252978249888578,0.774849846534099,0.43648734930770705,0.5884438276405232,0.2847919890667142,0.6508383588369067,0.5784477558526964,Low
0.21999112689693068,0.8701054583441044,0.03625489544152738,0.7091238408152291,0.7398216343655964,0.25054605893112825,0.3628200304713315,0.11185994634632246,0.1441600603883696,0.426569004711536,Low
0.008814833294472635,0.5789365594070033,0.9840181501963605,0.08475947327532185,0.5381434300814544,0.3344461868783247,0.6131075959555897,0.6315369097426604,0.934896448517574,0.07228623255031685,Low
0.7161276404767375,0.4298563691112123,0.45490660288239715,0.7416088339433383,0.08732737255846912,0.3415481169231763,0.878216310274203,0.24239787625188902,0.9891020145393196,0.8933429528041915,High
0.34443828842851,0.6415702955650998,0.359231140621723,0.6934258420162734,0.9260813467869188,0.9593239045082137,0.9554709904951643,0.27761949961938837,0.43337860993492194,0.6114308072278889,Low
0.7866525160763468,0.8182120013704631,0.29272443783977187,0.2508041325008964,0.45560253750166213,0.798613015923451,0.5836122161410496,0.8982385982001474,0.5948252892737712,0.11571329956896959,Low
0.3389362199370263,0.005652104841184724,0.17435670765087163,0.25283378316516125,0.3633337819162643,0.4585487714794001,0.042590953970313095,0.46712309269313945,0.7772285200016578,0.5109305765941476,Low
0.8193337522988611,0.9919970090148511,0.7915739089300279,0.6288605853445022,0.6295673951687717,0.19982092034136412,0.969235997267109,0.39212814696927234,0.7363897900500447,0.49725431594847147,Low
0.130698253748313,0.18289377232919923,0.9554141647460965,0.7621711054836778,0.6738379611669769,0.811016110262656,0.7058620608962562,0.7238710383147172,0.9677871919334492,0.06040186879292697,Low
0.1733731567575082,0.4702489856599762,0.4136447548453982,0.8764856130873655,0.21068791703030143,0.1571824716083735,0.33596364855365213,0.9096137968829121,0.11488309107878891,0.6068597036029475,Moderate
0.3408765395839365,0.8720297348428667,0.9524206947534563,0.8521395638544758,0.8369388448099562,0.21046221714200342,0.14715770096372338,0.025036336237443835,0.5807248661428057,0.8083263989215644,High
0.4084873888822733,0.22504039904419937,0.8237976154350342,0.9648829941638531,0.28993709366237785,0.36601339184015114,0.14341861223627494,0.4482388465553965,0.6919314196730921,0.7490080542484782,Moderate
0.3487028108429784,0.4767952239003832,0.4810511274763183,0.5813848953365112,0.1866839259143167,0.8803481958519901,0.16774440613960273,0.6107813560779473,0.89009842418767,0.20296941416418335,High
0.7636470325232199,0.13258218018117918,0.6740261791261327,0.9086555613403596,0.4063998528544974,0.13178666863411026,0.045572521613820305,0.3185630981259896,0.8741096277181507,0.8622925295542114,Low
0.0969513926267147,0.3950763253881926,0.43498417917046295,0.8085132732604108,0.7305600808974653,0.12223419285452608,0.9021541886529115,0.7724077221232417,0.97799979356129,0.3425421656593509,High
0.35121701963848806,0.17713545479300252,0.5587234082125524,0.8946676243140136,0.9654581784398034,0.493974988305266,0.5407682328273363,0.9714770702702739,0.512078453937679,0.9465083782919413,Low
0.8372399995154594,0.363627748771157,0.05804633701850381,0.011626601285366633,0.8092812643714332,0.2764105410936747,0.6999594127138372,0.9434273662502832,0.8307608668132266,0.07174796422571372,Low
0.06679707726217199,0.373464216792722,0.6962634753005331,0.965902991865811,0.9403483776701917,0.5687279416481599,0.8281085092683075,0.2659825393799419,0.4272817081273277,0.48620868851984267,Moderate
0.9423435076713574,0.9931707895983327,0.05282464448413671,0.4735301628464783,0.14060580407652679,0.4516366846832235,0.7915410063332002,0.226338278437486,0.42231387785603225,0.5971243771775492,Moderate
0.9863168422720129,0.9948130293037722,0.8170849469196495,0.7981829895748429,0.07117679886367678,0.4349591063512168,0.8826056237288415,0.9574905310212211,0.253348364472859,0.24765009847460473,Moderate
0.08856817382508009,0.11478627866061242,0.8249469294605575,0.12720411933778086,0.5577047619066712,0.11197297048699328,0.9672546225249519,0.4586284874314659,0.8182372870192298,0.7713801887202277,High
0.29127252225573697,0.7259687793283472,0.2370772875562146,0.3959410958139741,0.29029748304403435,0.14104969024984015,0.43907061474193954,0.20829772308469174,0.9858151058135156,0.626895679810717,High
0.37240066603535615,0.051745479669101146,0.32366278103580026,0.2714606630209909,0.8280549729692729,0.8210785774468501,0.9503354666683905,0.7069969636304182,0.2563417283472579,0.018109437287955554,Moderate
0.7763913686527261,0.030192015337188627,0.4813103785582933,0.291658770500937,0.6719878714023261,0.8858827375717444,0.7232899483428163,0.28442032390379157,0.05613158802107232,0.6083685906962358,Moderate
0.5959268121167338,0.10533389424496431,0.5966629069324815,0.12325561995088175,0.9707281639857944,0.23468353288525023,0.07066819030807847,0.26724697507105233,0.8155424374190073,0.4914782344184464,Low
0.6443657004925674,0.965485657007934,0.2873536617419967,0.805763832543007,0.2547923557313042,0.11346050152476905,0.6817831212123454,0.8792490430777847,0.6202300525347562,0.19602920170350768,High
0.757509822818506,0.9408635478946974,0.592486404631925,0.00924231458107816,0.4857841143552324,0.05341667193451061,0.6867166596048486,0.16247915337690344,0.9596988005510044,0.9957482270595296,Low
0.11797899943702572,0.19392782028068045,0.29778707322929887,0.3125054569852025,0.5012404774253533,0.6082976137418968,0.9058605637925271,0.06439294646623639,0.25223921907695224,0.897162194827615,High
0.8332094569102624,0.16167233555371152,0.05549072107106068,0.17441054321641503,0.2391767948573762,0.7153532125002056,0.37293213247009205,0.26918644017168725,0.07102765800128108,0.2925076950290635,Moderate
0.705619804180144,0.24053508651594702,0.0025275498319089484,0.5890389406083405,0.5900933994880078,0.3728099892032055,0.5849115002718178,0.6069454128382038,0.49244226086650156,0.5410709207986163,High
0.5773417251963703,0.5155469940751422,0.1011510579184286,0.25425240261454385,0.4432859860792395,0.6796758674906396,0.012187551011742515,0.12308785340327055,0.08546602296514749,0.31650213991029075,High
0.8897353347830567,0.5697046320354099,0.7922507001640182,0.25899845452809966,0.4467215559898736,0.7129588155595261,0.332075242181336,0.47159467227679375,0.26179000110270745,0.7754957516360781,Low
0.7003063538838071,0.22159343043944735,0.9614313123833371,0.4883381439953187,0.3627366479724836,0.9353422813969053,0.06224372615878093,0.6273371104253198,0.12597786081916829,0.9303314331964551,Moderate
0.2016999626310254,0.7566227880899452,0.42696619928121926,0.6526890393409257,0.01692935242553506,0.06487363783510725,0.521872972764897,0.8487369925931739,0.2241321796600787,0.35882860691438356,Moderate
0.42974538107566673,0.30955316940265076,0.5126839534499428,0.12130470456516362,0.522095236914789,0.1922917232310798,0.8174476505069532,0.22986959120225436,0.10614465282139185,0.8055842491436275,Moderate
0.4940428669357333,0.9221313255294104,0.14684816907342613,0.17551145246549615,0.3352478357003311,0.06852598759698814,0.20644269212906896,0.8173463233827895,0.9539059994272854,0.49840754271320487,Low
0.055217626750405646,0.6567227064567306,0.551031352680157,0.2471747445945176,0.0013198689843296751,0.8679939333361105,0.5274410455577785,0.23490626113123858,0.2785627134497355,0.3965785613115773,Low
0.9546375133600558,0.4363511943036117,0.14465490200697684,0.9737482141179605,0.307943707661932,0.7925871600335685,0.20400863651076706,0.6767665412396405,0.44389758599256546,0.9384218520987698,Low
0.12857726079687848,0.7899120017028454,0.6112143311988301,0.39715249994292035,0.278628333089757,0.574642070621839,0.12068846784624043,0.4306735714824551,0.8986118076342223,0.5104046887190314,High
0.6974612672267269,0.8179146260466648,0.9332586675808539,0.5989900906310265,0.3934481532236358,0.08366341005118316,0.5109967919343424,0.11468124237867017,0.6773215879614743,0.4674105002574649,High
0.5062310360908802,0.29048160560894365,0.1956985393030396,0.24154281271597788,0.13185198964339695,0.2733123586537196,0.07914862094972763,0.7142634628218487,0.6180374805617743,0.672434401962343,Low
